review_priority,legacy_id,name,library,modality,primary_joint,secondary_joints,pattern,contraindications,legacy_contraindicated_if,canonical_exercise_id,review_status,reviewer,reviewed_at,coach_review_notes
P1_verify_existing_tags,lumbar_pails_rails_flexion_l3,Lumbar Flexion PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic | pregnancy_2nd_3rd_trimester,,,unreviewed,,,
P1_verify_existing_tags,lumbar_pails_rails_rotation_l1,Lumbar/QL Rotation PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic | pregnancy_2nd_3rd_trimester,,,unreviewed,,,
P1_verify_existing_tags,lumbar_pails_rails_rotation_l2,Lumbar/QL Rotation PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic | pregnancy_2nd_3rd_trimester,,,unreviewed,,,
P1_verify_existing_tags,lumbar_pails_rails_rotation_l3,Lumbar/QL Rotation PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic | pregnancy_2nd_3rd_trimester,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_posterior_capsule_ir_l1,Posterior Capsule (IR in flexion) - 90/90 IR PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_posterior_capsule_ir_l2,Posterior Capsule (IR in flexion) - 90/90 IR PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_posterior_capsule_ir_l3,Posterior Capsule (IR in flexion) - 90/90 IR PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_posterior_capsule_l1,Posterior Capsule (IR in flexion) PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_posterior_capsule_l2,Posterior Capsule (IR in flexion) PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_posterior_capsule_l3,Posterior Capsule (IR in flexion) PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,wrist_pails_rails_radial_deviation_l1,Radial Deviation PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury | TFCC_flare,,,unreviewed,,,
P1_verify_existing_tags,wrist_pails_rails_radial_deviation_l2,Radial Deviation PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury | TFCC_flare,,,unreviewed,,,
P1_verify_existing_tags,wrist_pails_rails_radial_deviation_l3,Radial Deviation PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury | TFCC_flare,,,unreviewed,,,
P1_verify_existing_tags,scapular_pails_rails_downward_rotation_l1,Scapular Downward Rotation PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,scapular,,,acute_neck_pain | acute_shoulder_pain | scapular_winging_severe,,,unreviewed,,,
P1_verify_existing_tags,scapular_pails_rails_downward_rotation_l2,Scapular Downward Rotation PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,scapular,,,acute_neck_pain | acute_shoulder_pain | scapular_winging_severe,,,unreviewed,,,
P1_verify_existing_tags,scapular_pails_rails_downward_rotation_l3,Scapular Downward Rotation PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,scapular,,,acute_neck_pain | acute_shoulder_pain | scapular_winging_severe,,,unreviewed,,,
P1_verify_existing_tags,scapular_pails_rails_protraction_l1,Scapular Protraction PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,scapular,,,acute_neck_pain | acute_shoulder_pain | scapular_winging_severe,,,unreviewed,,,
P1_verify_existing_tags,scapular_pails_rails_protraction_l2,Scapular Protraction PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,scapular,,,acute_neck_pain | acute_shoulder_pain | scapular_winging_severe,,,unreviewed,,,
P1_verify_existing_tags,scapular_pails_rails_protraction_l3,Scapular Protraction PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,scapular,,,acute_neck_pain | acute_shoulder_pain | scapular_winging_severe,,,unreviewed,,,
P1_verify_existing_tags,scapular_pails_rails_retraction_l1,Scapular Retraction PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,scapular,,,acute_neck_pain | acute_shoulder_pain | scapular_winging_severe,,,unreviewed,,,
P1_verify_existing_tags,scapular_pails_rails_retraction_l2,Scapular Retraction PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,scapular,,,acute_neck_pain | acute_shoulder_pain | scapular_winging_severe,,,unreviewed,,,
P1_verify_existing_tags,scapular_pails_rails_retraction_l3,Scapular Retraction PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,scapular,,,acute_neck_pain | acute_shoulder_pain | scapular_winging_severe,,,unreviewed,,,
P1_verify_existing_tags,scapular_pails_rails_upward_rotation_l1,Scapular Upward Rotation PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,scapular,,,acute_neck_pain | acute_shoulder_pain | scapular_winging_severe,,,unreviewed,,,
P1_verify_existing_tags,scapular_pails_rails_upward_rotation_l2,Scapular Upward Rotation PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,scapular,,,acute_neck_pain | acute_shoulder_pain | scapular_winging_severe,,,unreviewed,,,
P1_verify_existing_tags,scapular_pails_rails_upward_rotation_l3,Scapular Upward Rotation PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,scapular,,,acute_neck_pain | acute_shoulder_pain | scapular_winging_severe,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_extension_l1,Shoulder Extension PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_extension_l2,Shoulder Extension PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_extension_l3,Shoulder Extension PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,thoracic_pails_rails_extension_l1,T-Spine Extension PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest | recent_fracture,,,unreviewed,,,
P1_verify_existing_tags,thoracic_pails_rails_extension_l2,T-Spine Extension PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest | recent_fracture,,,unreviewed,,,
P1_verify_existing_tags,thoracic_pails_rails_extension_l3,T-Spine Extension PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest | recent_fracture,,,unreviewed,,,
P1_verify_existing_tags,thoracic_pails_rails_flexion_l1,T-Spine Flexion PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest | recent_fracture,,,unreviewed,,,
P1_verify_existing_tags,thoracic_pails_rails_flexion_l2,T-Spine Flexion PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest | recent_fracture,,,unreviewed,,,
P1_verify_existing_tags,thoracic_pails_rails_flexion_l3,T-Spine Flexion PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest | recent_fracture,,,unreviewed,,,
P1_verify_existing_tags,thoracic_pails_rails_rotation_l1,T-Spine Rotation PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest | recent_fracture,,,unreviewed,,,
P1_verify_existing_tags,thoracic_pails_rails_rotation_l2,T-Spine Rotation PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest | recent_fracture,,,unreviewed,,,
P1_verify_existing_tags,thoracic_pails_rails_rotation_l3,T-Spine Rotation PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest | recent_fracture,,,unreviewed,,,
P1_verify_existing_tags,knee_pails_rails_tibial_er_l1,Tibial External Rotation PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare | ACL_reconstruction_early,,,unreviewed,,,
P1_verify_existing_tags,knee_pails_rails_tibial_er_l2,Tibial External Rotation PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare | ACL_reconstruction_early,,,unreviewed,,,
P1_verify_existing_tags,knee_pails_rails_tibial_er_l3,Tibial External Rotation PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare | ACL_reconstruction_early,,,unreviewed,,,
P1_verify_existing_tags,knee_pails_rails_tibial_ir_l1,Tibial Internal Rotation PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare | ACL_reconstruction_early,,,unreviewed,,,
P1_verify_existing_tags,knee_pails_rails_tibial_ir_l2,Tibial Internal Rotation PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare | ACL_reconstruction_early,,,unreviewed,,,
P1_verify_existing_tags,knee_pails_rails_tibial_ir_l3,Tibial Internal Rotation PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare | ACL_reconstruction_early,,,unreviewed,,,
P1_verify_existing_tags,wrist_pails_rails_ulnar_deviation_l1,Ulnar Deviation PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury | TFCC_flare,,,unreviewed,,,
P1_verify_existing_tags,wrist_pails_rails_ulnar_deviation_l2,Ulnar Deviation PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury | TFCC_flare,,,unreviewed,,,
P1_verify_existing_tags,wrist_pails_rails_ulnar_deviation_l3,Ulnar Deviation PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury | TFCC_flare,,,unreviewed,,,
P1_verify_existing_tags,wrist_pails_rails_extension_l1,Wrist Extension PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury | TFCC_flare,,,unreviewed,,,
P1_verify_existing_tags,wrist_pails_rails_extension_l2,Wrist Extension PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury | TFCC_flare,,,unreviewed,,,
P1_verify_existing_tags,wrist_pails_rails_extension_l3,Wrist Extension PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury | TFCC_flare,,,unreviewed,,,
P1_verify_existing_tags,wrist_pails_rails_flexion_l1,Wrist Flexion PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury | TFCC_flare,,,unreviewed,,,
P1_verify_existing_tags,wrist_pails_rails_flexion_l2,Wrist Flexion PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury | TFCC_flare,,,unreviewed,,,
P1_verify_existing_tags,wrist_pails_rails_flexion_l3,Wrist Flexion PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury | TFCC_flare,,,unreviewed,,,
